ticker,period,category,price,support,resistance,dist_to_support_pct,dist_to_resistance_pct,volume_ratio,entry_trigger,entry_signal,signal_active,is_retest,retest_level,days_since_breakout,retest_worst_undercut_pct,tight_prior_base,prior_base_range_pct,company_name,sector,industry,description
ACTG,3mo,NEAR_RESISTANCE_AVOID,4.51,4.48,4.63,0.67,2.66,3.03,4.63,WAIT - buy trigger is a close above 4.63,False,False,,,,,,Acacia Research Corporation,Industrials,Business Equipment & Supplies,"Acacia Research Corporation operates as an acquirer and operator of businesses across industrial, energy, and technology sectors in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. It operates through four segments: Intellectual Property Operations, Industrial Operations, Energy Operations, and Manufacturing Operations. The company is involved in investing in IP; and licensing "
ACTU,3mo,NEUTRAL,0.98,0.94,1.25,4.26,27.55,0.35,1.25,NO SIGNAL - next trigger is a close above 1.25,False,False,,,,,,"Actuate Therapeutics, Inc.",Healthcare,Biotechnology,"Actuate Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops therapies for the treatment of cancers in the United States. The company's lead product candidate is elraglusib injection, a glycogen synthase kinase-3 inhibitor that is in Phase 2 trial to treat metastatic pancreatic ductal adenocarcinoma. It also develops elraglusib, which is in Phase 1/2 trial for the treatment of "
ACU,3mo,RETEST_BUY,61.5,60.78,63.55,1.18,3.33,2.8,60.78,"ENTER - retest of 60.78 breakout level (1d ago), holding (tight prior base)",True,True,60.78,1.0,0.46,True,6.96,Acme,Consumer Defensive,Household & Personal Products,"Acme United Corporation supplies cutting, measuring, first aid, and sharpening products to the school, home, office, hardware, sporting goods, and industrial markets in the United States, Canada, Europe, and internationally. The company offers scissors, shears, knives, rulers, pencil sharpeners, paper trimmers, safety cutters, lettering products, glue guns, and other craft products under the Westc"
ACV,3mo,RETEST_BUY,25.46,24.73,26.55,2.95,4.28,0.55,24.73,"ENTER - retest of 24.73 breakout level (27d ago), holding (tight prior base)",True,True,24.73,27.0,0.0,True,6.63,568516,Financial Services,Asset Management,"Virtus Diversified Income & Convertible Fund is a closed-ended balanced mutual fund launched and managed by Allianz Global Investors Fund Management LLC. The fund is co-managed by Allianz Global Investors U.S. LLC. It invests in the public equity and fixed income markets. The fund primarily invests in diversified portfolio of convertible securities, income-producing equity securities, and income-p"
ACVA,3mo,BREAKOUT_RALLY,10.48,7.35,10.46,42.59,-0.19,2.13,10.46,ENTER - closed above 10.46 resistance on 2.13x volume,True,False,,,,False,46.1,ACV Auctions Inc.,Consumer Cyclical,Auto & Truck Dealerships,"ACV Auctions Inc. provides a wholesale auction marketplace to facilitate business-to-business used vehicle sales between a selling and buying dealership. The company offers marketplace platform includes digital marketplace that connects buyers and sellers by providing auctions, which facilitates real-time transactions of wholesale vehicles; Run List for pre-filtering and pre-screening of vehicles "
ACXP,3mo,NEAR_SUPPORT_BUY,1.39,1.38,1.46,0.72,5.04,0.75,1.38,ENTER - holding support at 1.38,True,False,,,,,,"Acurx Pharmaceuticals, Inc.",Healthcare,Biotechnology,"Acurx Pharmaceuticals, Inc., a clinical stage biopharmaceutical company, develops antibiotics to treat bacterial infections in the United States. The company's lead antibiotic candidate is ibezapolstat, a novel mechanism of action that targets the polymerase IIIC enzyme that is in Phase 2b clinical trial to treat patients with clostridium difficile infections. It also develops ACX-375C, a potentia"
AD,3mo,BREAKOUT_RALLY,35.59,34.69,36.5,2.59,2.56,2.95,36.5,ENTER - closed above 36.5 resistance on 2.95x volume (tight prior base),True,False,,,,True,5.31,"Array Digital Infrastructure, I",Communication Services,Telecom Services,"Array Digital Infrastructure, Inc. owns and operates shared wireless communications infrastructure in the United States. The company deploys 5G and other wireless technologies through its 4,400 cell towers. It also leases tower space to tenants. In addition, the company offers ancillary services. It serves organizations, wireless carriers, government agencies, municipalities, wireless internet ser"
ADAC,3mo,NEAR_RESISTANCE_AVOID,10.09,10.05,10.09,0.4,0.0,0.21,10.09,WAIT - buy trigger is a close above 10.09,False,False,,,,,,American Drive Acquisition Comp,Financial Services,Shell Companies,"American Drive Acquisition Company focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities focusing defense, logistics, transportation, technology and AI sectors. The company was formerly known as American Dynamism Acquisition Company and changed its name to American Driv"
ADAG,3mo,NEUTRAL,3.31,3.17,3.87,4.42,16.92,1.47,3.87,NO SIGNAL - next trigger is a close above 3.87,False,False,,,,,,Adagene Inc.,Healthcare,Biotechnology,"Adagene Inc., a clinical stage biotechnology company, engages in the research, development, and production of monoclonal antibody drugs for cancers in the People's Republic of China. Its lead product candidate is the ADG126, a masked fully-human anti-CTLA-4 mAb which is in phase 1b/2 clinical development for the treatment of cancer. The company also develops ADG116, a fully human anti-CTLA-4 antib"
ADAM,3mo,NEUTRAL,8.91,8.57,9.34,3.97,4.83,4.07,9.34,NO SIGNAL - next trigger is a close above 9.34,False,False,,,,,,"Adamas Trust, Inc.",Real Estate,REIT - Mortgage,"Adamas Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multifamily residential assets in the United States. The company operates through two segments: Investment Portfolio and Constructive. The Investment Portfolio segment manages a diversified portfolio primarily consisting of mortgage-related single-family and multifamily residential investments, includ"
ADAMG,3mo,RETEST_BUY,25.05,24.44,25.01,2.5,-0.16,1.2,24.44,"ENTER - retest of 24.44 breakout level (3d ago), holding (tight prior base)",True,True,24.44,3.0,-1.86,True,0.71,"Adamas Trust, Inc. - 9.125% Sen",,,"Adamas Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multifamily residential assets in the United States. The company operates through two segments: Investment Portfolio and Constructive. The Investment Portfolio segment manages a diversified portfolio primarily consisting of mortgage-related single-family and multifamily residential investments, includ"
ADAMH,3mo,RETEST_BUY,25.15,24.72,25.16,1.74,0.04,0.92,24.72,"ENTER - retest of 24.72 breakout level (3d ago), holding (tight prior base)",True,True,24.72,3.0,-1.46,True,0.82,"Adamas Trust, Inc. - 9.875% Sen",,,"Adamas Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multifamily residential assets in the United States. The company operates through two segments: Investment Portfolio and Constructive. The Investment Portfolio segment manages a diversified portfolio primarily consisting of mortgage-related single-family and multifamily residential investments, includ"
ADAMI,3mo,RETEST_BUY,25.0,24.48,25.11,2.12,0.44,1.49,24.48,"ENTER - retest of 24.48 breakout level (2d ago), holding (tight prior base)",True,True,24.48,2.0,-1.92,True,1.5,"Adamas Trust, Inc. - 9.125% Sen",,,
ADAMK,3mo,NEAR_RESISTANCE_AVOID,24.96,24.94,25.45,0.08,1.96,1.33,25.45,WAIT - buy trigger is a close above 25.45,False,False,,,,,,"Adamas Trust, Inc. 9.600% Senior Notes Due 2031",,,
ADAML,3mo,NEAR_RESISTANCE_AVOID,25.03,24.57,25.06,1.87,0.12,1.23,25.06,WAIT - buy trigger is a close above 25.06,False,False,,,,,,"Adamas Trust, Inc. - 6.875% Ser",Real Estate,REIT - Mortgage,"Adamas Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multifamily residential assets in the United States. The company operates through two segments: Investment Portfolio and Constructive. The Investment Portfolio segment manages a diversified portfolio primarily consisting of mortgage-related single-family and multifamily residential investments, includ"
ADAMM,3mo,NEAR_RESISTANCE_AVOID,25.67,25.5,25.73,0.67,0.23,1.07,25.73,WAIT - buy trigger is a close above 25.73,False,False,,,,,,"Adamas Trust, Inc. - 7.875% Ser",Real Estate,REIT - Mortgage,"Adamas Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multifamily residential assets in the United States. The company operates through two segments: Investment Portfolio and Constructive. The Investment Portfolio segment manages a diversified portfolio primarily consisting of mortgage-related single-family and multifamily residential investments, includ"
ADAMN,3mo,NEAR_RESISTANCE_AVOID,24.68,24.23,25.16,1.86,1.94,1.46,25.16,WAIT - buy trigger is a close above 25.16,False,False,,,,,,"Adamas Trust, Inc. - 8.00% Seri",Real Estate,REIT - Mortgage,"Adamas Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multifamily residential assets in the United States. The company operates through two segments: Investment Portfolio and Constructive. The Investment Portfolio segment manages a diversified portfolio primarily consisting of mortgage-related single-family and multifamily residential investments, includ"
ADAMO,3mo,RETEST_BUY,24.87,24.41,24.88,1.88,0.04,1.58,24.41,"ENTER - retest of 24.41 breakout level (1d ago), holding (tight prior base)",True,True,24.41,1.0,-1.68,True,1.35,"Adamas Trust, Inc. - 9.250% Sen",,,
ADAMZ,3mo,RETEST_BUY,17.95,17.56,19.03,2.22,6.02,0.55,17.56,"ENTER - retest of 17.56 breakout level (7d ago), holding (tight prior base)",True,True,17.56,7.0,0.17,True,6.39,"Adamas Trust, Inc. - 7.000% Ser",Real Estate,REIT - Mortgage,"Adamas Trust, Inc. acquires, invests in, finances, and manages mortgage-related single-family and multifamily residential assets in the United States. The company operates through two segments: Investment Portfolio and Constructive. The Investment Portfolio segment manages a diversified portfolio primarily consisting of mortgage-related single-family and multifamily residential investments, includ"
ADBE,3mo,NEUTRAL,248.92,241.37,266.19,3.13,6.94,1.99,266.19,NO SIGNAL - next trigger is a close above 266.19,False,False,,,,,,Adobe Inc.,Technology,Software - Application,"Adobe Inc. operates as a technology company worldwide. The Digital Media segment offers products and services that enable individuals, teams, and enterprises to create, publish, and promote content. This segment serves photographers, video editors, graphic and experience designers, game developers, content creators, students, marketers, business owners, knowledge workers, and consumers. The Digita"
ADBT,3mo,NEUTRAL,0.12,0.09,13.2,33.33,10900.0,6.98,13.2,NO SIGNAL - next trigger is a close above 13.2,False,False,,,,,,,,,
ADC,3mo,RETEST_BUY,68.05,67.93,73.54,0.18,8.07,1.98,67.93,"ENTER - retest of 67.93 breakout level (21d ago), holding (tight prior base)",True,True,67.93,21.0,0.34,True,4.5,Agree Realty Corporation,Real Estate,REIT - Retail,"Agree Realty Corporation is a publicly traded real estate investment trust. The Firm is Rethinking Retail through the acquisition and development of properties net leased to industry-leading, omni-channel retail tenants. As of June 30, 2026, the Company owned and operated a portfolio of 2,825 properties, located in all 50 states and containing approximately 59.6 million square feet of gross leasab"
ADCT,3mo,RETEST_BUY,1.05,1.03,1.16,1.94,10.48,0.91,1.03,"ENTER - retest of 1.03 breakout level (2d ago), holding",True,True,1.03,2.0,1.94,False,28.01,ADC Therapeutics SA,Healthcare,Drug Manufacturers - Specialty & Generic,"ADC Therapeutics SA provides antibody drug conjugate (ADC) technology platform in Switzerland and the United States. Its flagship product includes ZYNLONTA, a CD19-directed ADC, received accelerated approval from the U.S. Food and Drug Administration, conditional approval from the European Commission, and conditional approval from the China National Medical Products Administration for the treatmen"
ADEA,3mo,NEAR_SUPPORT_BUY,24.81,24.35,27.46,1.89,10.68,2.27,24.35,ENTER - holding support at 24.35,True,False,,,,,,Adeia Inc.,Technology,Software - Application,"Adeia Inc., together with its subsidiaries, operates as a media and semiconductor intellectual property licensing platform company in the United States, Asia, Canada, Europe, the Middle East, and internationally. The company licenses its patent portfolios across various markets, including multichannel video programming distributors comprising cable, satellite, and telecommunications television pro"
ADGM,3mo,NEUTRAL,0.48,0.44,0.64,9.09,33.33,0.41,0.64,NO SIGNAL - next trigger is a close above 0.64,False,False,,,,,,"Adagio Medical Holdings, Inc",Healthcare,Medical Devices,"Adagio Medical Holdings, Inc., a medical technology company, focuses on the development and commercialization of ablation technologies for the treatment of cardiac arrhythmias. It offers treatment for cardiac arrhythmias, including atrial fibrillation, and ventricular tachycardia. The company's product portfolio includes iCLAS atrial ultra-low temperature ablation (ULTA) catheter and system; vCLAS"
ADI,3mo,NEAR_RESISTANCE_AVOID,375.72,367.78,380.36,2.16,1.23,2.15,380.36,WAIT - buy trigger is a close above 380.36,False,False,,,,,,"Analog Devices, Inc.",Technology,Semiconductors,"Analog Devices, Inc. engages in the design, manufacture, testing, and marketing of integrated circuits (ICs), software, and subsystems products in the United States, rest of North and South America, Europe, Japan, China, and rest of Asia. It provides data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; power m"
ADIG,3mo,NEUTRAL,20.7,20.06,21.67,3.19,4.69,1.48,21.67,NO SIGNAL - next trigger is a close above 21.67,False,False,,,,,,ADI Global Distribution Inc.,Technology,Computer Hardware,"ADI Global Distribution Inc. operates as a distributor of security, AV, and smart living products in the United States and internationally. It sells video surveillance, power, automation, access control, AV, fire, intrusion, smart living, communications, and datacom and networking products. The company was founded in 1929 and is based in Melville, New York. ADI Global Distribution Inc. is a former"
ADIL,3mo,NEAR_RESISTANCE_AVOID,4.86,4.8,4.99,1.25,2.67,1.48,4.99,WAIT - buy trigger is a close above 4.99,False,False,,,,,,"Adial Pharmaceuticals, Inc",Healthcare,Biotechnology,"Adial Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development of therapeutics for the treatment or prevention of addiction and related disorders. The company's lead product is AD04, a serotonin-3 antagonist, which is in Phase 3 clinical trials for the treatment of alcohol use disorder. It is also involved in the development of drug candidates for non-opioid pa"
